year,ALL_allpub,ALL_Q12pub,ALL_Q1pub,ALL_top10pub,FA_allpub,FA_Q12pub,FA_Q1pub,FA_top10pub,LA_allpub,LA_Q12pub,LA_Q1pub,LA_top10pub
5,1,3,0,2,0,0,-1,0,3,5,2,1
5,6,6,5,10,1,1,1,2,1,1,1,1
5,4,3,3,1,0,0,0,0,1,1,1,0
5,-0.333333333,-0.666666667,-1.333333333,1,-2.333333333,-2.333333333,-2.333333333,-1,-0.666666667,-0.666666667,-0.666666667,0
5,5.5,5.5,4,4,-1,-1,0,0,4,4,4.5,3.5
5,-5,-3,-2,-1,0,-1,-1,-1,-1,0,0,0
5,-2,-2,-2,1,-6,-6,-6,-2,3,3,3,2
5,11,10,9,2,0,0,0,0,12,11,10,3
5,-3,0,0,0,1,1,0,0,-2,-1,0,0
5,-10,-8,-6,-5,-1,-1,-1,-1,-7,-6,-5,-3
5,3.75,1.75,3.75,3.5,0.25,0.25,0.25,0.25,0.5,-1.25,0.75,1.25
5,-1.666666667,-3.333333333,-2.666666667,-1.333333333,-1.666666667,-2.333333333,-2.666666667,-2,-2,-1.666666667,-1.333333333,0
5,8.333333333,7,6,4.666666667,-1,-1,-1,-1,1,0,-1,-1.333333333
5,-4.857142857,-5.571428571,-4.285714286,-4.857142857,0,0,0,0,-3.857142857,-4.571428571,-3.714285714,-3.571428571
5,4,3,2,0,0,0,0,-1,3,3,2,1
5,0.333333333,0,0,0.333333333,1,0.666666667,0.666666667,0.666666667,0,0,0,0
5,3,3.4,3.4,0.6,0.4,0.4,0.6,0.6,4,4.2,3,0
5,1.25,2.75,1.25,-1,0.5,0.5,0.5,0.25,1,1.5,0.75,-0.5
5,2,2,0.5,1,0.5,0.5,0,0,1,1,0.5,1
5,3.75,2.65,2.2,-0.05,0.4,0.4,0.4,0.4,-1.35,-2.25,-2.1,-2
5,2,2,1,2,1,1,1,1,0,-1,-1,0
5,-1.666666667,-1.333333333,-1.666666667,-1,-1.666666667,-1.666666667,-1.666666667,-1.666666667,1,1,0,0
5,5,3,2.75,0.75,1.25,1.25,1,-0.5,0.5,-0.5,-0.5,-1.5
5,14,13,11,8,0,0,0,0,13,13,11,7
5,-5,-4,-4,-2,-2,-2,-2,-1,0,0,0,0
5,1,1,1,0,1,1,1,1,1.5,1.5,1.5,0.5
5,-0.5,-0.75,-0.5,0,-1.5,-1.5,-1.25,-1,1.25,1.25,1.5,1.25
5,-1.5,-1,-0.5,-1.5,-1.5,-1.5,-1,-1,-0.5,-0.5,-0.5,-1
5,-0.4,-0.6,-0.6,0.8,1.2,1.2,0.2,0.2,0.6,0.4,1.2,1.2
5,-1,0,0,0,0,0,0,0,-1,0,0,0
5,4,4,2,0,1,1,0,0,0,0,0,0
5,1,1.333333333,1.333333333,1.333333333,-0.333333333,0,0,-0.333333333,0.333333333,0.666666667,0.666666667,1
5,6,6,6,5,-1,-1,-1,-1,0.5,0.5,0.5,0.5
5,5,4,4,0,0,0,0,0,3,3,3,-1
5,-3,-3,-1.333333333,-3,-0.333333333,0.666666667,0.333333333,0.333333333,1.666666667,0.666666667,1.666666667,0
5,6,6,5,8,5,5,5,5,-2,-2,-2,0
5,13.33333333,14,9.666666667,6.333333333,0.333333333,-0.333333333,-1,-0.666666667,-1.333333333,1,1,0.666666667
5,3.666666667,1,2.333333333,2.333333333,0.666666667,0.333333333,0.333333333,0.333333333,-0.333333333,0,0.333333333,-0.333333333
5,4,0.833333333,-1.333333333,-1.833333333,-1,-1,-1,0.166666667,4,1.333333333,-0.333333333,-1.166666667
5,6,7,1,-2,-1,0,-2,-2,1,2,0,-1
5,-1.25,-1.25,-0.75,0.5,-1.25,-1.25,-1,-0.25,0.5,0.5,0.75,1
5,2.5,2.5,2,-0.5,0.5,0.5,0,0,-1.5,-1.5,-1.5,-1.5
5,-3,-3,-3,-1,1,1,1,0,-2,-2,-1,0
5,4.5,3.75,-0.5,-0.5,0.25,0.25,0,0,1,1,0.75,1
5,0,0,-2,-1.75,0,0,-0.5,-0.5,1.75,1.75,0,0
5,2.875,3.125,1.75,0.125,-0.125,0,0.25,0.125,2.125,2.25,1.375,0.25
5,-6,-4,-1,-4,-4,-4,-1,-1,2,2,2,0
5,1,0,-2,-1,2,2,1,0,-2,-2,-2,0
5,-6.5,-4.5,-2.5,0,0,0,0,0,-4.5,-2.5,-3.5,0.5
5,3.5,1,-1,-3.5,0,0,0,0,4,2.5,2,0.5
5,11,11,9.5,8.5,-1.5,-1.5,-1.5,-1,5,5,4.5,5
5,-2,-2,-1,-2,-1,-1,-2,-2,1,1,2,1
5,-4.5,-4.5,-4,-3,1,1,0.5,0,-4.5,-4.5,-4,-3.5
5,4,2,1,0,1,1,0,0,2,1,1,0
5,2.5,0,-1.5,0,0,-1,-1.5,-2,2.5,3,1.5,0
5,2,2,3,2,0.5,0.5,0.5,0.5,0.5,0.5,2,1.5
5,14,14,15,7,-1,-1,0,0,7,7,7,2
5,-1.142857143,-1.142857143,-0.714285714,-0.142857143,-0.142857143,-0.142857143,0,0.142857143,-0.571428571,-0.571428571,-0.285714286,-0.285714286
5,-1.666666667,-2.333333333,-1.666666667,-1.333333333,-1.666666667,-1.333333333,-1.333333333,0,2,2,2,1
5,-10,-8,-8,-6,-1,-1,-1,0,-6,-4,-3,-2
5,6.333333333,3.333333333,3.666666667,1.666666667,0.333333333,0.333333333,0.333333333,0,2.666666667,0.666666667,1,1
5,2,2,1,1,0,0,0,0,-1,-1,-1,-1
5,1,1,-1,0,-1,-1,-1,0,1,1,0,0
6,0,0,0,0,-2,-2,-1,-2,1,1,1,2
6,-1,0,1,0,-2,-1,0,0,0,0,1,0
6,-2,-2,-3,-1,-2,-2,-2,-1,-1,-1,-1,-1
6,-14,-14,-13,-11,-1,-1,0,0,-8,-8,-8,-7
6,12,12,11,9,0,0,0,1,7,7,6,4
6,5,5,4.5,3,-2,-2,-2,-2,6,6,5,4
6,-4,-5,-5,-5,-2,-2,-2,-2,0,-1,-1,-1
6,7.5,7.5,7.5,5.5,0,0,0,0,-1,-1,-1,0
6,5,5,5,0,-1,-1,0,-1,2,2,2,0
6,-6.5,-6.5,-5.5,-5.5,2.5,2.5,2.75,1.75,-2,-2,-1.5,-0.75
6,-1.5,0.5,2.5,4,-2,-1,-1,-1,5,6,5.5,6
6,6.666666667,7.666666667,10.66666667,5,-1.333333333,-0.333333333,-0.333333333,-1,8.666666667,8.666666667,11,5
6,6,7,6,1,-1,0,-1,-1,-1,-1,-1,-1
6,12,12,12,4,-0.5,-0.5,0,0,7,7,6.5,4
6,2.666666667,4.666666667,4,2.666666667,-2.333333333,-2.333333333,-2.666666667,-1.666666667,0,0,0.333333333,0.666666667
6,5,3,1,-1,1,1,1,0,1,1,0,0
6,24.33333333,20.66666667,8.666666667,6,4.666666667,4.666666667,2.666666667,1.666666667,13,10.33333333,3.333333333,2.666666667
6,4,3,-1,0,0,0,0,0,-2,-2,-2,-1
6,7,8,3.25,1.75,0.5,0.25,0.25,0,6,6.5,3.25,2
6,8.5,8,3,0,3,3,2,1,3.5,2.5,1,-0.5
6,-6.5,-2.5,-2,0,-0.5,1.5,1,1,-2.5,-1.5,-1.5,-0.5
6,-0.666666667,-0.666666667,0.166666667,-0.333333333,0.333333333,0.333333333,0.5,0.166666667,-1,-1,-0.666666667,-0.666666667
6,3,3.2,3.6,3,0.6,0.6,0.6,0.6,2,2.2,2.6,1.8
6,-3,-3,-3,-2.5,-0.5,-0.5,-0.5,-0.5,1,1,1,1
6,2,2.5,3,2,0.5,0.5,0.5,0.5,1.5,1.5,1.5,0.5
6,3,3,3,2,-1,-1,-1,-1,2,2,2,1
6,8.5,8,7.5,7.5,-0.5,-0.5,-0.5,-0.5,7,6.5,6,5
6,4,4,5,5,-0.5,-0.5,-0.5,0,0,0,0,1
6,7,5,4,3,-1,-1,-1,-1,6,5,4,3
6,-0.666666667,-0.666666667,-0.666666667,0.333333333,2.333333333,2.333333333,2.333333333,2.333333333,-2.666666667,-2.666666667,-2.333333333,-1.666666667
6,11,11,5,2,-1,-1,-1,0,4.333333333,4.333333333,2,1
6,-0.5,-0.75,-1,-1.5,1.25,0.25,0.25,0.25,-1,-0.75,-1,-0.5
6,-1.6,-2.6,-0.6,-0.4,-0.4,-1.4,0.8,0.4,-2.22E-16,-1,-0.8,-0.4
6,0,0,0,3,0,0,-1,-1,6,5,4,4
6,0,1,1,-2,0,1,0,0,-1,-1,-1,0
6,6,5,1.5,0.5,-1.5,-1.5,-1.5,-1,4.5,4.5,2.5,0.5
6,6,7,0,2,-2,-2,-2,-1,10,10,4,4
6,7.6,8,6.4,4,1.6,1.6,1.4,0.6,2.4,2.6,2.8,1.4
6,8,8,8,7,-2,-2,-2,-1,1,1,1,0
6,-1.5,-2,0.5,0.5,-0.5,-1,0,0,0,-0.5,0,0
6,0,0,-1,-3,-1,-1,-1,-1,2,2,1,0
6,-1,-1,1,1,-1,-1,0,0,-2,-2,0,0
6,9,7,6,6,2,2,2,2,12,10,9,8
6,6,6.8,6.8,2.8,0,0.4,0.4,0.4,6,6,5.8,2
6,7,7,5,7,1,1,1,0,6,6,4,7
6,-5,-5,-5,-4,-1,-1,-1,-1,-4,-4,-4,-3
6,-2.5,-3.5,-3,-1.5,0,0,0,0,-4.5,-4.5,-4,-1.5
6,-7,-7,-6,-5,-4,-4,-4,-3,0,0,0,0
6,4,4,4,4,0,0,0,0,4,4,4,4
6,8,8,4,4,0,0,0,0,8,8,4,4
6,-4,-4,-4,1,3,3,2,1,0,0,0,-1
6,0.5,1,-0.5,-0.5,-1,-1,-1,-1,0,0,0,0
6,4,3,2,-0.5,-1.5,-1.5,-1.5,-1.5,0,0,0,0
6,5.666666667,6,6,1.666666667,1,0.666666667,0.333333333,-0.333333333,2.666666667,2.333333333,2,0
6,6,6,8,3,-1,-1,1,1,3,3,3,0
6,6,4,2,0,1,0,0,0,4,4,2,1
6,4,4,1,0.5,2,2,0.5,0.5,1,1,1,1
6,0,-5,-5,0,0,0,0,1,-2,-2,-2,0
6,6,7,7,3,0,1,1,0,0,0,0,1
6,-7,-5,-5,-2,1,2,-1,1,-5,-4,-2,-2
6,1,1,1,0,0,0,0,0,3,3,3,2
6,18.66666667,17.66666667,11,8,0.333333333,0.333333333,0.333333333,-0.666666667,4.333333333,4.333333333,3.333333333,0.333333333
6,1,0.25,-0.25,0,0,0,0,0,0,0,0,0
6,1,0,-1,1.5,1.5,1.5,0.5,0.5,-2,-1.5,-2.5,-0.5
6,-0.666666667,-1,-0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,-0.666666667,-0.666666667,-0.333333333,-0.333333333
6,3,3,3,2,0,0,0,0,2,2,2,2
6,4.5,4.5,5.5,6,0.5,0.5,1,0.5,3.5,3.5,4,3.5
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
6,0.5,1,2.5,1.5,-1,-1,-0.5,-1,2,2,2,2
6,-1.25,-1.75,-1.5,-0.75,-1.75,-1.75,-1.75,-1.75,-0.75,-0.5,-0.5,-0.25
6,5.666666667,4.666666667,3,2.333333333,1.333333333,1.333333333,1.333333333,1.333333333,4.666666667,4.666666667,2.666666667,2.333333333
6,3,3,1,-1,-1,-1,-2,-1,4,4,3,0
6,2.2,1.4,-1.6,-1.6,-0.8,-0.8,-0.8,-1,3,2,0,-0.4
6,7,7,4,1.5,-1.5,-1.5,-0.5,-0.5,8,8,4,2
6,-3,-2,-1,1,-2,-2,-1,0,4,5,5,2
6,3,3.5,5.5,5.5,-1,-1,0,0,1,1,1,1
6,7.5,8,6.75,4.5,1.5,1.75,1.75,0.75,7.5,7.5,5.5,3.75
6,-1,-2,-0.666666667,-2,0.333333333,0.333333333,0.333333333,-0.333333333,-2.333333333,-3.333333333,-2.666666667,-1.666666667
6,-20.66666667,-18.33333333,-17.33333333,-18.66666667,2,2,3,2.333333333,-16.33333333,-15.66666667,-15.33333333,-17.33333333
6,3,3,2.2,1.8,0.2,0,1,0.6,-0.6,-0.4,-0.2,-0.2
6,5.5,5.5,5.5,4,2,2,1.5,1.5,3,3,3.5,2.5
6,19,19,15,6,0,0,0,0,6,6,6,1
6,4,4,2.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5,1,1
6,-2.5,-2,-3.75,-4.25,0,0,0,0,-1.25,-1,-2,-2.5
6,14,14,12,11,1,1,2,2,8,8,6,5
6,2,4,4,1,1,1,1,0,-2,1,1,1
6,8,8,8,10,1,1,1,2,1,1,1,0
6,7,6,7,5,-1,-1,0,0,3,2,2,1
6,1.666666667,2,0,2.333333333,-2.666666667,-2.666666667,-2.666666667,-1,0.333333333,1,0,0.333333333
6,6,6,4.5,3.5,-0.5,-0.5,0,0,3,3,2,0
6,2,-2,-1,-1,1,-1,-1,-1,-1,-2,-2,-1
6,1,1,1,3,-4,-4,-4,0,5,5,5,3
6,24,23,19,14,0,0,0,0,23,22,18,13
6,-2,-1,-1,0,1,1,0,0,-2,-1,0,0
6,-1,0,1,-2,-1,-1,-1,-1,-2,-2,-2,-2
6,6.5,5.5,6.25,6,0.25,0.25,0.25,0.25,-1,-1.75,-0.75,0
6,0,-0.333333333,-2,-0.666666667,-1.666666667,-2.333333333,-2.666666667,-2,-0.666666667,-0.333333333,0.333333333,0.333333333
6,0.666666667,0.333333333,0.333333333,0,-1.333333333,-1.333333333,-1.333333333,-1.333333333,-0.666666667,-0.666666667,-0.666666667,-0.666666667
6,5,4,4,3,0,0,0,-1,4,4,4,4
6,1.666666667,1.333333333,1.333333333,0.666666667,1,0.666666667,1,1,1,1,1,0
6,4.4,5.4,6.4,1.2,0.4,0.6,0.6,0.6,5,5.2,5,-0.2
6,-1.75,-0.5,-2,-2.75,0.5,0.5,0.5,0.25,-1.5,-1.5,-1.75,-1.25
6,2,2.5,2,2,0.5,0.5,0,0,1,1.5,1,1
6,10,8.4,4.2,-1.3,0.4,0.4,0.4,0.4,8.4,7,3.65,-1.75
6,-0.666666667,-0.666666667,-0.333333333,-0.333333333,-2.333333333,-2.333333333,-2.333333333,-2,2,2,2,1
6,4.25,3.5,1.25,0.75,0,0,-0.25,-1.5,-0.75,-0.75,-1.25,-5.75
6,8,7,8,9,2,2,2,2,10,9,9,8
6,-5,-5,-6,-5,-1,-1,-2,-2,1,1,1,1
6,-3,-3,-2.5,-1,0.5,0.5,1,1,-0.5,-0.5,0,0
6,5,4.75,3.5,3.5,-1,-1,-1,-1,5.25,5.25,4.25,4.25
6,-6.5,-5.5,-3.5,-2.5,-2.5,-2.5,-1,-1,-0.5,-0.5,-0.5,-1
6,-0.4,-0.6,-0.2,1,-0.2,-0.2,-0.2,0.2,0.6,0.4,0.8,0.6
6,5,6,5,1,0,0,0,0,4,5,4,1
6,11,11,7,2,1,1,0,0,6,6,4,0
6,3.666666667,4,4,2.333333333,-0.333333333,0,0,-0.333333333,-0.333333333,0,0,0
6,4.5,4.5,4,4.5,-1.5,-1.5,-1.5,-1.5,2.5,2.5,3,3
6,2,3,3,1,0,0,0,0,3,3,3,0
6,5,2,4,1,-0.666666667,0.333333333,0,0,1.666666667,-0.333333333,0.666666667,0.666666667
6,8,8,8,8,3,3,3,3,-2,-2,-2,-1
6,11.33333333,12.66666667,10.66666667,2.333333333,-1,-1.666666667,-1,-1,-3,-1,0,0
6,3.666666667,3,4,0.666666667,0,0,0.333333333,0.333333333,0.666666667,0.666666667,1,-0.333333333
6,4,-0.333333333,0.5,0.833333333,-1.166666667,-1.166666667,-1.166666667,0.166666667,2.833333333,0,0.666666667,-0.833333333
6,7,7,3,1,-2,-1,-1,-1,0,0,0,0
6,-1.75,-1.75,-2.25,-1.25,-1.25,-1.25,-0.75,0,0,0,0,0
6,8,8,7.5,6,1,1,0.5,0,1,1,1,2
6,-4,-4,-4,-4,0,0,0,0,-3,-3,-2,-2
6,3.5,1,0,-0.75,0.25,0.25,0,-0.25,-0.25,0,0.25,-0.25
6,-2,-2,-2.25,-1.75,-0.25,-0.25,-0.75,-0.75,-0.25,-0.25,0,0
6,2.75,2.75,2.75,1.125,0,0,0,0.125,1.375,1.375,1.375,0.125
6,-3,-2,0,-5,-1,-1,-1,-1,2,2,3,0
6,1,1,1,1,1,1,1,0,-1,-1,-1,0
6,0,2.5,2,7,0.5,0.5,0.5,0.5,-1.5,1,-0.5,2
6,9.5,10,6.5,-1.5,0,0,0,0,4,4.5,3,0.5
6,5.5,5.5,7.5,6,-1.5,-1.5,-1.5,-1.5,2,2,3.5,2.5
6,-1,-1,-2,-2,-1,-1,-2,-2,1,1,1,1
6,-7.5,-7.5,-7,-6,1,1,0.5,0,-4,-4,-3.5,-3.5
6,4,3,2,1,1,1,0,0,0,0,0,0
6,3.5,1.5,-0.5,1,0,-1,-1.5,-3,2.5,2.5,1.5,-0.5
6,6,6,5,2.5,1.5,1.5,1.5,0.5,2.5,2.5,2,1
6,13,13,14,8,-1,-1,0,0,2,2,2,2
6,1.714285714,1.285714286,0.285714286,0.857142857,0,0.142857143,0.142857143,0.142857143,1.571428571,0.714285714,-0.285714286,-0.285714286
6,-1.666666667,-1.666666667,-0.333333333,0.333333333,-1.666666667,-1.666666667,-1.333333333,-0.333333333,0.333333333,0.333333333,0.666666667,0
6,1,0,-5,-2,1,0,-1,0,-1,-2,-2,-1
6,2.666666667,1.666666667,1.333333333,1,0.666666667,0.666666667,0.333333333,0,0.333333333,0.333333333,0.666666667,1
6,0,0,0,0,0,0,0,0,-2,-2,-2,-2
6,3,3,1,1,0,0,0,0,2,2,1,1
7,0,2,-1,-1,2,2,1,0,1,1,1,1
7,-3,-3,0,-1,-2,-2,-2,-1,-3,-3,0,-1
7,-3,-3,-4,-5,1,1,0,0,-2,-2,-3,-2
7,13,12,11,10,1,1,1,1,6,6,6,5
7,12,12,11,7.5,-2.5,-2.5,-1.5,-2,8,8,6,5
7,-6,-7,-6,-4,-2,-2,-2,-2,-1,-2,-1,-1
7,5,5,6,4,-1,-1,0,0,4,4,4,3
7,-7.75,-7.75,-9,-7.25,-0.75,-0.75,-0.5,-0.5,2,2,0,-0.25
7,-1.5,-0.5,0.5,1.5,-2,-1,-1,-1,3,4,4,4
7,5.666666667,7,8.666666667,11,-1.333333333,-0.333333333,-0.333333333,-1,7.333333333,7.666666667,8.666666667,10
7,6,6,4,1,1,1,0,0,0,0,-1,-2
7,12.5,13,14.5,12,0.5,0.5,0.5,0.5,3,3,5,8
7,4.333333333,4.333333333,2.666666667,3,-2.333333333,-2.333333333,-2.666666667,-1.666666667,1,1,1.666666667,1
7,-3,-4,-6,-9,0,0,0,-1,-5,-4,-5,-5
7,18.33333333,15.33333333,10.33333333,8.333333333,4,4,1,0,8.333333333,6.666666667,5.666666667,5.333333333
7,7,5,1,1,0,0,0,0,1,0,-1,-1
7,2,0,0.75,0.5,0.75,0.5,0.25,0,3.75,1.75,2.25,1
7,15,11.5,9.5,3,6.5,5.5,4,3,6,4,4.5,2.5
7,2.5,4.5,2,3.5,1,3,0.5,1,2.5,2.5,2.5,3
7,-0.333333333,0.166666667,0.833333333,0.666666667,0,0.166666667,0.333333333,0,-0.166666667,-0.166666667,0,0
7,-1.8,-1.8,-1.8,-0.8,0.8,0.8,0.8,0.8,-1.2,-1.2,-1.2,-1
7,0.5,0.5,0.5,0,0,0,0,0,1,1,1,1
7,2,2,1,1,0.5,0.5,0.5,0.5,1,1,0,0
7,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,1
7,4.5,4,5.5,4,-0.5,-0.5,-0.5,-0.5,4,3.5,4.5,2.5
7,10,10,8.5,7.5,-0.5,-0.5,-0.5,0,4.5,4.5,2.5,2
7,3,1,0,0,-1,-1,-1,-1,3,1,0,0
7,-3,-3,-4,-3,1.333333333,1.333333333,0.333333333,0.333333333,-1.666666667,-1.666666667,-1.333333333,-1
7,4.333333333,4.333333333,2.333333333,1.666666667,-1,-1,-1,0,-0.333333333,-0.333333333,-1.333333333,-0.333333333
7,8.75,8.75,9.25,2.75,0.5,0.5,0.5,0.25,3.25,3.25,3.5,0.75
7,-0.8,-1.6,-0.8,-2.2,-0.2,-1.2,0.8,0.4,0.6,0.8,0.6,-0.2
7,-2,-2,0,0,0,0,-1,-1,5,4,4,3
7,-1,0,-3,-3,0,1,0,0,-1,-1,-1,0
7,11,11,11.5,6,-1.5,-1.5,-1.5,-1,7,7,7,5
7,-5,-5,-2,-1,-2,-2,-2,-1,6,6,6,4
7,5.6,5.6,3.4,2.2,1.4,1.4,1.2,0.4,0.2,0.2,-0.2,1
7,-5,-4.5,-1.5,-1.5,-0.5,-1,0,0,0,0,-0.5,-0.5
7,-6,-7,-7,-5,-1,-1,-1,-1,-7,-7,-7,-4
7,0,-2,0,2,0,0,0,0,0,-1,-1,-1
7,-5,-5,-6,-1,2,2,2,2,4,4,4,3
7,0,0,-1,-1,-1,-1,-1,-1,2,2,1,0
7,7.5,4.5,4,0,2,1,1,0,-1.5,-2.5,-2,-2
7,-1,-3,-3,-5,-4,-4,-4,-3,5,3,2,0
7,-1,-1,1,1,0,0,0,0,3,3,2,2
7,1,1,0,-1,0,0,0,0,0,0,-1,-2
7,7,7,5,2,0,0,0,1,2,2,1,0
7,11.5,10.5,11,5.5,-1,-1,-1,-1,1,1,1,0
7,-5.5,-5.5,-5.5,-2,-0.5,-0.5,-0.5,0,-1.5,-1.5,-1.5,-1
7,2.666666667,2.666666667,2.666666667,0.333333333,0.333333333,0,0.333333333,-0.333333333,4,3.666666667,2.666666667,1
7,12,12,12,3,0,0,2,1,2,2,2,0
7,7.5,7.5,4.5,2.5,2.5,2.5,0,-1.5,2,2,2,1
7,10,9,9,1,-2,-2,-2,-1,0,0,0,0
7,-4,-3,-1,-1,1,2,0,0,0,1,1,0
7,15.33333333,15.33333333,14,12,0.333333333,0.333333333,0.333333333,-0.666666667,3.666666667,3.666666667,2.666666667,3
7,1.75,2,1,0.75,-0.25,-0.25,-0.25,0,-0.5,-0.25,-0.25,-0.25
7,1,0.5,-1.5,-1,1.5,1.5,0.5,0.5,-2,-2,-3.5,-2
7,2,1.666666667,1,0,0.666666667,0.333333333,0.333333333,0.333333333,1.666666667,1.666666667,0.666666667,-0.333333333
7,1,3,3,2,0,0,0,0,1,2,2,2
7,1.5,2,2.5,2,1,1,1,0.5,2,2,2.5,2
7,-3,-3,-2,-2,-2,-2,-2,-2,-1,-1,0,0
7,2,2,3,1.5,-1.5,-1.5,-0.5,-1,1,1,1,0
7,0.75,0.75,0.75,1,-1.75,-1.75,-1.75,-1.75,1.25,1.25,1.25,1.75
7,2,1,1,2,1.333333333,1.333333333,1.333333333,1.333333333,2,1,0,1
7,3,3,0,-1,0,0,-1,-1,1,1,0,0
7,3,3.2,2,-1.6,0.2,0.2,-0.6,-0.8,0.8,0.8,0.2,-1.4
7,1.5,1.5,2.5,1.5,-1.5,-1.5,-0.5,-0.5,5,5,4,3
7,-6,-6,-3,-3,-2,-2,-1,0,7,7,7,4
7,12,12.5,12.5,8,-0.75,-0.75,-0.25,-1,12,12,11,9
7,-8.666666667,-8.333333333,-5.333333333,-2.666666667,0.333333333,0.333333333,0.333333333,-0.333333333,-6.333333333,-6,-4,-1.333333333
7,-31,-29.66666667,-28.66666667,-28,0.666666667,0.666666667,1.666666667,1,-26.33333333,-26,-26,-27
7,3.2,1.2,0,0.4,-0.2,-0.2,1,0.6,0.2,0.2,-0.8,-0.2
7,4.5,4.5,3.5,3.5,4,4,2.5,2.5,-1,-1,-0.5,0
7,24,22,21,13,0,0,0,0,18,16,15,8
7,5,5.5,2.5,2.5,0.5,0.5,0.5,0.5,2,2.5,0,0.5
7,-1.25,-0.75,-1.75,-2.25,0,0,0,0,1.75,2,0.75,0.5
7,5,5,5,5,-1,-1,0,0,2,2,2,2
7,0,2,4,1,-1,-1,0,0,1,3,3,1
7,0,-1,0,0,0,0,0,0,-2,-1,-1,0
7,28,28,24,18,0,0,0,0,26,26,22,17
7,-7,-7,-2,0,1,1,0,0,-3,-2,0,0
7,-4,-3,-1,-1,-1,-1,-1,-1,-4,-4,-3,-3
7,4.333333333,4,2.333333333,-1,-1.666666667,-2.333333333,-2.666666667,-2,-0.333333333,0,0.333333333,0
7,5,4,3,2,0,0,0,-1,3,3,2,2
7,0,-0.333333333,-0.666666667,-0.333333333,0.666666667,0.333333333,0.333333333,1,1.666666667,1.666666667,1,0
7,8.6,8.6,7.8,3.6,0.6,0.6,0.8,0.6,6.8,6.8,5,1.8
7,0,0.25,0,-1.25,0.5,0.5,0.5,0.25,0.75,-0.25,-0.5,-1
7,0.5,1,0.5,0.5,0.5,0.5,0,0,0.5,1,0.5,0.5
7,0,0,-0.5,1.5,1,1,1,1,0,0,0,0.5
7,-6,-5.5,-4.5,-3.5,-1.5,-1.5,-1.5,-1.5,-1,-1,-0.5,-1
7,6.6,5.4,4.2,2.2,0.2,0.2,0.2,0.2,5,3.8,3.2,1
7,2,3,4,2,0,0,0,0,1,2,3,1
7,5,5,2,-1,1,1,0,0,4,4,3,1
7,3.666666667,3.666666667,3.666666667,2.666666667,0,0,0,0,4,4,4,3
7,21.66666667,23.33333333,23,19.33333333,1.666666667,1,1.333333333,1.333333333,1.333333333,3.333333333,5,3.666666667
7,0.25,-2.5,-1.5,-3.25,0.25,0.5,0.25,0,1.25,0.25,0.5,-0.25
7,8,6,4.5,3,0.5,0.5,0.5,0.5,5,3,4.5,2.5
7,3,3,3,4,-1,-1,0,0,1,1,1,2
7,0.428571429,0.714285714,1,1,-0.285714286,0,0.142857143,0.142857143,0.142857143,0.142857143,0.285714286,0.142857143
7,2,2,2.333333333,0.333333333,-2,-2,-1.333333333,-0.333333333,4,4,4,2
7,-6,-8,-6,-6,0,-1,-1,0,-2,-3,-3,-2
7,7.333333333,4.666666667,2.333333333,0.333333333,0.333333333,0.333333333,0,-0.333333333,2.666666667,1.666666667,-0.333333333,0
7,1,1,2,1,0,0,0,0,1,1,0,-1
8,-4,-3,-4,-1,0,0,0,0,1,1,1,1
8,-3,-4,-1,-2,-2,-2,-2,-1,-2,-3,-1,-2
8,4.5,4.5,6.5,7,-1.5,-1.5,-1.5,-2,8.5,8.5,9.5,8.5
8,0,-1,-1,-1,-2,-2,-2,-2,2,1,1,0
8,10,9,10,1,-3,-3,-2,-2,5,4,5,0
8,-1,0,-1,-1,-2,-1,-1,-1,3.5,4.5,2,1
8,-10.33333333,-9.666666667,-4.666666667,-1.666666667,-1.333333333,-0.333333333,-0.333333333,-1,-5.333333333,-4.666666667,-0.666666667,1.333333333
8,4,4.5,9,9,1,1,1,1,1.5,2,7,10
8,8,8,9,4,0,0,0,0,1,1,1,1
8,2,1,-2,-2.25,0.75,0.5,0.25,0,6,5,1.75,0.75
8,14.5,12.5,9.5,3,3.5,3.5,3,2,4,2,2,1
8,1.5,3,2.5,3.5,1.5,3.5,3,3,0,-1,-1,0
8,6.5,6.5,6.5,5.5,0,0,0,0,0,0,0,0
8,0,0,0,-0.5,0,0,0,0,1,1,1,0.5
8,4,4,3,1,-1,-1,-1,-1,3,3,3,1
8,9.5,9,7.5,6,-0.5,-0.5,-0.5,-0.5,7,6.5,6.5,3.5
8,7.5,7.5,8.5,7,-0.5,-0.5,-0.5,0,4,4,4,3
8,3,3,3,1,-1,-1,-1,-1,2,2,2,1
8,2.4,1.4,3.2,1,0.8,0.8,2.8,0.4,0.6,-0.4,0.2,1
8,-4.5,-6,-4,-3,-0.5,-1,0,0,-1,-2.5,-3,-2.5
8,-3,-4,-4,-5,2,2,2,2,9,8,7,6
8,4,5,3,1,0,0,0,0,5,5,3,1
8,5,4,3,3,0,0,0,0,2,2,1,1
8,8,8,8.5,6.5,-0.5,-0.5,0,0,3,3,3,2
8,-1,-1.5,-1.5,-2.5,-0.5,-0.5,-0.5,-1,-0.5,0,0,0.5
